SOURCE_ID	SOURCE_NAME	TARGET_ID	TARGET_NAME	PolysemyByFamily	DerivationByFamily
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-1477	important	3	1
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-2278	pregnant	6	3
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-176	bad	2	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-4385	very	3	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-209	bass, low-pitched voice	2	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-2685	slow (adj.)	1	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-2869	strong	1	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-878	earnest, serious	1	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-804	disgusting	0	1
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-335	bothering	1	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-578	clumsy	1	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-992	faeces	1	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-1016	fat (adj.)(of a person)	1	0
Zalizniak-2024-4583-1349	heavy (of weight)	Zalizniak-2024-4583-3786	to offend (tr.)	0	1
Zalizniak-2024-4583-1350	hedgehog (Еrinaceus)	Zalizniak-2024-4583-2362	rat	1	0
Zalizniak-2024-4583-1350	hedgehog (Еrinaceus)	Zalizniak-2024-4583-517	chestnut	1	0
Zalizniak-2024-4583-1350	hedgehog (Еrinaceus)	Zalizniak-2024-4583-446	cancer (disease)	0	1
Zalizniak-2024-4583-1351	heel (of a foot)	Zalizniak-2024-4583-892	edge, border	2	1
Zalizniak-2024-4583-1351	heel (of a foot)	Zalizniak-2024-4583-249	behind	1	0
Zalizniak-2024-4583-1351	heel (of a foot)	Zalizniak-2024-4583-1352	heel (of a shoe)	6	1
Zalizniak-2024-4583-1351	heel (of a foot)	Zalizniak-2024-4583-3917	to result in	1	0
Zalizniak-2024-4583-1351	heel (of a foot)	Zalizniak-2024-4583-4041	to spur a horse	0	1
Zalizniak-2024-4583-1351	heel (of a foot)	Zalizniak-2024-4583-1353	heel (of bread)	2	0
Zalizniak-2024-4583-1351	heel (of a foot)	Zalizniak-2024-4583-415	butt of the rifle	1	0
Zalizniak-2024-4583-1351	heel (of a foot)	Zalizniak-2024-4583-414	butt of a log	1	0
Zalizniak-2024-4583-1354	height (of a person)	Zalizniak-2024-4583-4414	waist	1	0
Zalizniak-2024-4583-1356	hell	Zalizniak-2024-4583-1913	mouth	1	0
Zalizniak-2024-4583-1356	hell	Zalizniak-2024-4583-1224	glutton	1	0
Zalizniak-2024-4583-1356	hell	Zalizniak-2024-4583-968	experience of great suffering	2	0
Zalizniak-2024-4583-1359	hem (of a skirt)	Zalizniak-2024-4583-1910	mountain slope	1	0
Zalizniak-2024-4583-1359	hem (of a skirt)	Zalizniak-2024-4583-2112	palate	1	0
Zalizniak-2024-4583-1362	hen	Zalizniak-2024-4583-4476	whore	1	0
Zalizniak-2024-4583-1362	hen	Zalizniak-2024-4583-4369	vagina	1	0
Zalizniak-2024-4583-1362	hen	Zalizniak-2024-4583-1603	ladybird	0	1
Zalizniak-2024-4583-1362	hen	Zalizniak-2024-4583-1330	hazel grouse (Tetrastes bonasia)	0	1
Zalizniak-2024-4583-1362	hen	Zalizniak-2024-4583-2130	partridge	0	1
Zalizniak-2024-4583-1362	hen	Zalizniak-2024-4583-518	chickenpox	0	3
Zalizniak-2024-4583-1362	hen	Zalizniak-2024-4583-2232	Pleiades	2	0
Zalizniak-2024-4583-1370	hermaphrodite	Zalizniak-2024-4583-2877	stupid	1	0
Zalizniak-2024-4583-1371	hermit	Zalizniak-2024-4583-327	Boletus edulis	1	0
Zalizniak-2024-4583-1372	hernia (medical)	Zalizniak-2024-4583-409	burstwort (herniaria)	0	2
Zalizniak-2024-4583-1374	herring	Zalizniak-2024-4583-2252	police officer	1	0
Zalizniak-2024-4583-1378	high (location)	Zalizniak-2024-4583-2309	proud	1	0
Zalizniak-2024-4583-1378	high (location)	Zalizniak-2024-4583-2040	of high rank	3	0
Zalizniak-2024-4583-1378	high (location)	Zalizniak-2024-4583-1379	high (size), tall	0	1
Zalizniak-2024-4583-1378	high (location)	Zalizniak-2024-4583-1380	high-pitched	1	0
Zalizniak-2024-4583-1379	high (size), tall	Zalizniak-2024-4583-764	deep	2	0
Zalizniak-2024-4583-1379	high (size), tall	Zalizniak-2024-4583-1717	loud	4	0
Zalizniak-2024-4583-1379	high (size), tall	Zalizniak-2024-4583-967	expensive	1	0
Zalizniak-2024-4583-1379	high (size), tall	Zalizniak-2024-4583-741	dangerous	1	0
Zalizniak-2024-4583-1379	high (size), tall	Zalizniak-2024-4583-1831	middle finger	0	1
Zalizniak-2024-4583-1381	hill	Zalizniak-2024-4583-4235	tomb	1	0
Zalizniak-2024-4583-1387	history	Zalizniak-2024-4583-954	event, occurrence	1	0
Zalizniak-2024-4583-1388	hoar-frost	Zalizniak-2024-4583-1273	grey hair	1	0
Zalizniak-2024-4583-1388	hoar-frost	Zalizniak-2024-4583-1272	grey	1	1
Zalizniak-2024-4583-1392	hollow tree	Zalizniak-2024-4583-4250	torpid person	1	0
Zalizniak-2024-4583-1393	hollyhock	Zalizniak-2024-4583-1776	marsh mallow	1	0
Zalizniak-2024-4583-1396	honey	Zalizniak-2024-4583-1399	honey mushroom (Armillaria mellea)	0	1
Zalizniak-2024-4583-1396	honey	Zalizniak-2024-4583-222	bear (Ursus)	0	1
Zalizniak-2024-4583-1396	honey	Zalizniak-2024-4583-2892	sugar	0	1
Zalizniak-2024-4583-1398	honey badger	Zalizniak-2024-4583-184	badger (Meles)	1	0
Zalizniak-2024-4583-1402	honour	Zalizniak-2024-4583-2493	salary	0	1
Zalizniak-2024-4583-1402	honour	Zalizniak-2024-4583-1767	March	0	1
Zalizniak-2024-4583-1403	hood	Zalizniak-2024-4583-697	crested lark	0	1
Zalizniak-2024-4583-1405	hoof	Zalizniak-2024-4583-1344	hearts (in cards)	1	0
Zalizniak-2024-4583-1405	hoof	Zalizniak-2024-4583-558	claw (of a crustacean)	1	0
Zalizniak-2024-4583-1406	hook	Zalizniak-2024-4583-1375	Heterodon nasicus	0	1
Zalizniak-2024-4583-1411	horizon	Zalizniak-2024-4583-1660	level	1	0
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-2148	peak of mountain	1	0
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-451	cape	1	0
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-354	branch (of a river)	1	0
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-1088	flank (military)	1	0
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-2787	spout of vessel	1	0
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-2930	swelling (on skin)	2	0
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-1887	moose	0	1
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-4396	Vipera latastei	0	1
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-2224	plastic	1	0
Zalizniak-2024-4583-1412	horn	Zalizniak-2024-4583-841	drinking vessel	1	0
Zalizniak-2024-4583-1414	horned	Zalizniak-2024-4583-4332	unfaithful, adulterous	1	0
Zalizniak-2024-4583-1414	horned	Zalizniak-2024-4583-765	deer	1	0
Zalizniak-2024-4583-1414	horned	Zalizniak-2024-4583-2681	slingshot	0	1
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-2026	orthopteran	0	1
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-4435	wave	1	0
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-1595	knight (chess)	5	0
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-836	dragonfly	1	2
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-4455	western capercaillie (Tetrao urogallus)	0	1
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-1091	flatbread	1	0
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-1760	mantis	0	3
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-127	Asiatic dock	0	2
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-1418	horse-fly (Tabanidae)	0	2
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-1873	mole cricket (Gryllotalpa)	0	2
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-1385	hippopotamus	0	6
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-373	bridge (of musical imstrument)	1	1
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-1424	horsetail, equisetum	0	2
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-4496	willowherb	0	1
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-684	cow	1	0
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-286	bison	1	0
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-1931	muskox	1	0
Zalizniak-2024-4583-1416	horse	Zalizniak-2024-4583-2908	supporting device	2	1
Zalizniak-2024-4583-1419	horsehair	Zalizniak-2024-4583-1420	horsehair worm	1	3
Zalizniak-2024-4583-1421	horseman, rider	Zalizniak-2024-4583-1938	noble rank, title	2	1
Zalizniak-2024-4583-1421	horseman, rider	Zalizniak-2024-4583-1595	knight (chess)	1	0
Zalizniak-2024-4583-1421	horseman, rider	Zalizniak-2024-4583-373	bridge (of musical imstrument)	1	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-2373	recent	1	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-2763	spicy	2	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-1044	fever	3	2
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-2136	passionate, zealous	6	1
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-2331	quick	2	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-25	active	2	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-83	angry	4	1
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-1153	fresh	2	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-793	difficult	1	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-4080	to succeed	1	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-1158	friendly, amicable	2	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-908	electricity	0	1
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-3296	to cook (prepare food)	1	0
Zalizniak-2024-4583-1428	hot	Zalizniak-2024-4583-2570	sexually attractive	3	0
Zalizniak-2024-4583-1430	hour	Zalizniak-2024-4583-3038	time	2	0
Zalizniak-2024-4583-1430	hour	Zalizniak-2024-4583-4424	watch, clock	4	2
Zalizniak-2024-4583-1430	hour	Zalizniak-2024-4583-553	class, lesson	2	0
Zalizniak-2024-4583-1430	hour	Zalizniak-2024-4583-2897	sun	1	0
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-1002	family	3	1
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-2427	room	1	0
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-3742	to marry	0	3
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-4235	tomb	2	1
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-592	coffin	1	1
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-4482	wife	2	2
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-4383	verse	2	0
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-1509	inheritance	1	0
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-2128	part	1	0
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-1449	husband	1	2
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-1902	motherland	3	8
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-1691	live-in son-in-law	0	2
Zalizniak-2024-4583-1431	house	Zalizniak-2024-4583-39	afterbirth, placenta	2	0
Zalizniak-2024-4583-1435	how many?	Zalizniak-2024-4583-2566	several	0	3
Zalizniak-2024-4583-1435	how many?	Zalizniak-2024-4583-4465	when	0	1
Zalizniak-2024-4583-1435	how many?	Zalizniak-2024-4583-2726	some	0	2
Zalizniak-2024-4583-1437	human temper, character	Zalizniak-2024-4583-2035	obstinate	1	1
Zalizniak-2024-4583-1437	human temper, character	Zalizniak-2024-4583-730	custom, habit	1	0
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-1752	man (male)	2	0
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-2085	other`s	2	0
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-2562	servant	2	1
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-323	body	0	1
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-868	ethnic group	6	0
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-1449	husband	1	1
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-2179	person (grammar)	2	1
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-2861	stranger, foreign	1	0
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-2315	pupil (of an eye)	0	1
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-4411	woman	0	1
Zalizniak-2024-4583-1438	human, person	Zalizniak-2024-4583-4365	uvula	0	1
Zalizniak-2024-4583-1442	hump (of a person or camel)	Zalizniak-2024-4583-1381	hill	2	0
Zalizniak-2024-4583-1442	hump (of a person or camel)	Zalizniak-2024-4583-2148	peak of mountain	1	0
Zalizniak-2024-4583-1442	hump (of a person or camel)	Zalizniak-2024-4583-2207	pink salmon (Oncorhynchus gorbuscha)	0	1
Zalizniak-2024-4583-1442	hump (of a person or camel)	Zalizniak-2024-4583-1353	heel (of bread)	0	1
Zalizniak-2024-4583-1442	hump (of a person or camel)	Zalizniak-2024-4583-946	Eurasian woodcock	1	0
Zalizniak-2024-4583-1443	humpbacked	Zalizniak-2024-4583-1895	mosquito, gnat	1	0
Zalizniak-2024-4583-1444	hundred	Zalizniak-2024-4583-1935	myriapod	0	4
Zalizniak-2024-4583-1445	hungry	Zalizniak-2024-4583-1270	greedy	1	0
Zalizniak-2024-4583-1448	hunter	Zalizniak-2024-4583-285	bishop (chess)	1	0
Zalizniak-2024-4583-1449	husband	Zalizniak-2024-4583-1752	man (male)	0	3
Zalizniak-2024-4583-1449	husband	Zalizniak-2024-4583-3742	to marry	0	1
Zalizniak-2024-4583-1455	hyena	Zalizniak-2024-4583-1224	glutton	1	0
Zalizniak-2024-4583-1458	insect	Zalizniak-2024-4583-2958	talkative person	1	0
Zalizniak-2024-4583-1458	insect	Zalizniak-2024-4583-1762	many, much	1	0
Zalizniak-2024-4583-1460	ice	Zalizniak-2024-4583-1217	glass (material)	1	0
Zalizniak-2024-4583-1460	ice	Zalizniak-2024-4583-4498	window	1	0
Zalizniak-2024-4583-1460	ice	Zalizniak-2024-4583-1295	hail	1	0
Zalizniak-2024-4583-1460	ice	Zalizniak-2024-4583-1547	January	0	2
Zalizniak-2024-4583-1466	idle	Zalizniak-2024-4583-1391	holiday	0	1
Zalizniak-2024-4583-1467	idler, loafer	Zalizniak-2024-4583-2684	sloth (South American mammal)	2	4
Zalizniak-2024-4583-1467	idler, loafer	Zalizniak-2024-4583-4259	track idler wheel	1	0
Zalizniak-2024-4583-1473	immature fish	Zalizniak-2024-4583-1502	inexperienced	1	0
Zalizniak-2024-4583-1477	important	Zalizniak-2024-4583-967	expensive	1	0
Zalizniak-2024-4583-1477	important	Zalizniak-2024-4583-2393	respected, venerable	1	1
Zalizniak-2024-4583-1484	in front of	Zalizniak-2024-4583-2049	old (vs. new)	1	0
Zalizniak-2024-4583-1484	in front of	Zalizniak-2024-4583-1547	January	0	1
Zalizniak-2024-4583-1485	in the standing position	Zalizniak-2024-4583-2006	not long	1	0
Zalizniak-2024-4583-1486	in this way	Zalizniak-2024-4583-646	consequently	1	0
Zalizniak-2024-4583-1492	incomplete	Zalizniak-2024-4583-1515	insane	1	0
Zalizniak-2024-4583-1494	increase (n.)	Zalizniak-2024-4583-1000	falsified, fake	1	0
Zalizniak-2024-4583-1505	inflated	Zalizniak-2024-4583-2309	proud	1	3
Zalizniak-2024-4583-1505	inflated	Zalizniak-2024-4583-999	false, wrong	1	0
Zalizniak-2024-4583-1510	ink	Zalizniak-2024-4583-731	cuttlefish	2	0
Zalizniak-2024-4583-1511	inkwell	Zalizniak-2024-4583-2800	squid	1	0
Zalizniak-2024-4583-1514	innocent	Zalizniak-2024-4583-520	child (son or daughter)	1	0
Zalizniak-2024-4583-1515	insane	Zalizniak-2024-4583-2341	rabid	1	0
Zalizniak-2024-4583-1515	insane	Zalizniak-2024-4583-2136	passionate, zealous	1	1
Zalizniak-2024-4583-1515	insane	Zalizniak-2024-4583-1105	fly agaric (Amanita muscaria)	0	2
Zalizniak-2024-4583-1516	inscription	Zalizniak-2024-4583-2637	side of a coin	2	1
Zalizniak-2024-4583-1518	inside	Zalizniak-2024-4583-255	belly	1	0
Zalizniak-2024-4583-1518	inside	Zalizniak-2024-4583-764	deep	1	0
Zalizniak-2024-4583-1524	instrument, tool	Zalizniak-2024-4583-4410	weapon	2	0
Zalizniak-2024-4583-1526	intact	Zalizniak-2024-4583-2001	normal	1	0
Zalizniak-2024-4583-1526	intact	Zalizniak-2024-4583-2318	pure	1	0
Zalizniak-2024-4583-1526	intact	Zalizniak-2024-4583-1204	genuine, true	1	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-4268	trap, snare (n.)	1	1
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-4410	weapon	3	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-1073	firm, solid	1	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-1538	iron (for pressing clothes)	2	2
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-293	black	1	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-2587	sharp	1	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-77	anchor	2	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-1735	metal	5	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-1524	instrument, tool	2	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-1737	money	1	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-2934	sword	1	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-2646	silver	0	1
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-1042	fetters	1	2
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-1698	lock (n.)	0	1
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-2526	scissors	1	0
Zalizniak-2024-4583-1537	iron	Zalizniak-2024-4583-2228	platinum	0	1
Zalizniak-2024-4583-1539	island	Zalizniak-2024-4583-549	city block	1	0
Zalizniak-2024-4583-1545	jackfruit	Zalizniak-2024-4583-2205	pineapple	1	2
Zalizniak-2024-4583-1549	jaw	Zalizniak-2024-4583-2958	talkative person	1	0
Zalizniak-2024-4583-1549	jaw	Zalizniak-2024-4583-891	edge (of an instrument)	2	0
Zalizniak-2024-4583-1549	jaw	Zalizniak-2024-4583-2679	sleigh	1	0
Zalizniak-2024-4583-1549	jaw	Zalizniak-2024-4583-1870	molar (tooth)	0	1
Zalizniak-2024-4583-1550	jay	Zalizniak-2024-4583-2630	siberian jay	2	2
Zalizniak-2024-4583-1553	jerboa	Zalizniak-2024-4583-4437	weak	1	0
Zalizniak-2024-4583-1554	Jerusalem artichoke	Zalizniak-2024-4583-1113	fool	1	0
Zalizniak-2024-4583-1555	jester	Zalizniak-2024-4583-285	bishop (chess)	1	0
Zalizniak-2024-4583-1556	Jesuit	Zalizniak-2024-4583-719	cunning person	1	0
Zalizniak-2024-4583-1558	jewel, precious stone	Zalizniak-2024-4583-1716	lotus	1	0
Zalizniak-2024-4583-1560	Jewish	Zalizniak-2024-4583-504	chanterelle	0	1
Zalizniak-2024-4583-1562	John the Baptist	Zalizniak-2024-4583-586	cockchafer	0	1
Zalizniak-2024-4583-1564	joint, articulation	Zalizniak-2024-4583-1202	generation	2	0
Zalizniak-2024-4583-1564	joint, articulation	Zalizniak-2024-4583-1996	node (part of a plant stem)	1	0
Zalizniak-2024-4583-1567	joy	Zalizniak-2024-4583-747	daughter	0	1
Zalizniak-2024-4583-1567	joy	Zalizniak-2024-4583-2728	son	0	1
Zalizniak-2024-4583-1570	jumper	Zalizniak-2024-4583-1595	knight (chess)	1	0
Zalizniak-2024-4583-1571	June	Zalizniak-2024-4583-1569	July	0	1
Zalizniak-2024-4583-1573	juniper	Zalizniak-2024-4583-4488	wild rosemary	1	0
Zalizniak-2024-4583-1573	juniper	Zalizniak-2024-4583-1051	fieldfare	0	1
Zalizniak-2024-4583-1574	Jupiter	Zalizniak-2024-4583-3029	Thursday	4	3
Zalizniak-2024-4583-1577	keen (of senses, mind)	Zalizniak-2024-4583-1817	Mercury	1	0
Zalizniak-2024-4583-1578	key (of a door)	Zalizniak-2024-4583-2966	tap, faucet	2	0
Zalizniak-2024-4583-1578	key (of a door)	Zalizniak-2024-4583-1579	keystone	2	2
Zalizniak-2024-4583-1580	khash	Zalizniak-2024-4583-2742	sourdough	2	0
Zalizniak-2024-4583-1582	kilogram	Zalizniak-2024-4583-4583	100 units of currency	1	0
Zalizniak-2024-4583-1584	kind, good-hearted	Zalizniak-2024-4583-1044	fever	0	1
Zalizniak-2024-4583-1589	kite	Zalizniak-2024-4583-1590	kite (lightweight toy)	3	1
Zalizniak-2024-4583-1590	kite (lightweight toy)	Zalizniak-2024-4583-1106	flying fish	1	0
Zalizniak-2024-4583-1591	knee	Zalizniak-2024-4583-662	corner	0	1
Zalizniak-2024-4583-1591	knee	Zalizniak-2024-4583-1203	genitalia	2	0
Zalizniak-2024-4583-1591	knee	Zalizniak-2024-4583-2869	strong	1	0
Zalizniak-2024-4583-1591	knee	Zalizniak-2024-4583-900	elbow piece (tube)	1	0
Zalizniak-2024-4583-1594	knife	Zalizniak-2024-4583-2195	pike (fish)	0	1
Zalizniak-2024-4583-1596	knot	Zalizniak-2024-4583-2435	rope, cord	0	1
Zalizniak-2024-4583-1596	knot	Zalizniak-2024-4583-3508	to get a cramp, spasm	0	1
Zalizniak-2024-4583-1596	knot	Zalizniak-2024-4583-4341	unit of speed	6	0
Zalizniak-2024-4583-1599	kshatriya	Zalizniak-2024-4583-1874	monarch	2	0
Zalizniak-2024-4583-1600	ladle	Zalizniak-2024-4583-2620	shoulder-blade, scapula	0	1
Zalizniak-2024-4583-1600	ladle	Zalizniak-2024-4583-146	auricle	0	1
Zalizniak-2024-4583-1606	lamb	Zalizniak-2024-4583-226	bearded vulture	0	1
Zalizniak-2024-4583-1606	lamb	Zalizniak-2024-4583-518	chickenpox	0	1
Zalizniak-2024-4583-1606	lamb	Zalizniak-2024-4583-519	child	1	0
Zalizniak-2024-4583-1607	lame	Zalizniak-2024-4583-729	curved	1	0
Zalizniak-2024-4583-1607	lame	Zalizniak-2024-4583-848	drunk	1	0
Zalizniak-2024-4583-1607	lame	Zalizniak-2024-4583-176	bad	1	0
Zalizniak-2024-4583-1607	lame	Zalizniak-2024-4583-4344	unlucky	1	0
Zalizniak-2024-4583-1607	lame	Zalizniak-2024-4583-2810	stammerer	1	0
Zalizniak-2024-4583-1607	lame	Zalizniak-2024-4583-2685	slow (adj.)	1	0
Zalizniak-2024-4583-1608	lamp	Zalizniak-2024-4583-848	drunk	1	0
Zalizniak-2024-4583-1611	land (vs. sea)	Zalizniak-2024-4583-1099	floor (vs. ceiling)	2	0
Zalizniak-2024-4583-1611	land (vs. sea)	Zalizniak-2024-4583-337	bottom	2	0
Zalizniak-2024-4583-1611	land (vs. sea)	Zalizniak-2024-4583-672	countryside	2	0
Zalizniak-2024-4583-1613	lap	Zalizniak-2024-4583-4369	vagina	1	0
Zalizniak-2024-4583-1613	lap	Zalizniak-2024-4583-4519	womb	1	0
Zalizniak-2024-4583-1613	lap	Zalizniak-2024-4583-2305	protection, patronage	1	0
Zalizniak-2024-4583-1613	lap	Zalizniak-2024-4583-1830	middle	1	0
Zalizniak-2024-4583-1614	lap (of clothes)	Zalizniak-2024-4583-1910	mountain slope	1	0
Zalizniak-2024-4583-1618	larva	Zalizniak-2024-4583-2165	penis	1	0
Zalizniak-2024-4583-1620	last	Zalizniak-2024-4583-39	afterbirth, placenta	1	0
Zalizniak-2024-4583-1623	lattice, grid	Zalizniak-2024-4583-2637	side of a coin	1	1
Zalizniak-2024-4583-1623	lattice, grid	Zalizniak-2024-4583-1319	harrow	1	0
Zalizniak-2024-4583-1624	lavish, generous	Zalizniak-2024-4583-1506	influential person	1	0
Zalizniak-2024-4583-1624	lavish, generous	Zalizniak-2024-4583-1040	fertile (soil)	1	0
Zalizniak-2024-4583-1626	layer	Zalizniak-2024-4583-3039	time (instance)	1	0
Zalizniak-2024-4583-1629	lazy	Zalizniak-2024-4583-2971	tasteless	1	0
Zalizniak-2024-4583-1631	lead, plumbum	Zalizniak-2024-4583-3040	tin (n.)	0	4
Zalizniak-2024-4583-1631	lead, plumbum	Zalizniak-2024-4583-399	bullet	4	0
Zalizniak-2024-4583-1631	lead, plumbum	Zalizniak-2024-4583-2163	pencil	3	4
Zalizniak-2024-4583-1631	lead, plumbum	Zalizniak-2024-4583-2646	silver	1	0
Zalizniak-2024-4583-1631	lead, plumbum	Zalizniak-2024-4583-982	(fishing) sinker	1	0
Zalizniak-2024-4583-1631	lead, plumbum	Zalizniak-2024-4583-1853	mirror	1	1
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-2593	sheet of paper	6	1
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-1271	green	0	2
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-2028	oar	1	0
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-712	crucian	1	0
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-302	blade	2	0
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-874	ear	1	0
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-1737	money	1	0
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-504	chanterelle	0	1
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-1658	letter (text)	2	0
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-2748	spades (in cards)	1	0
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-1633	leaf (of door, window)	1	0
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-984	fish	1	1
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-1868	moderlieschen	0	1
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-586	cockchafer	0	1
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-1787	May	0	1
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-107	April	0	1
Zalizniak-2024-4583-1632	leaf	Zalizniak-2024-4583-2485	sail (n.)	2	0
